COPD_number,Some college or associate's degree 2014-18,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),19-Oct,High school diploma only 2014-18,Employed_2018,Family Medicine/General Practice Primary Care (2019),Active Physicians per 100000 Population 2018 (AAMC),CI90UBINC_2018,Percent of Population Aged 60+,Median_Household_Income_2018,R_DOMESTIC_MIG_2018,Hawaiian/Pacific Islander-alone pop,Bachelor's degree or higher 2014-18,R_INTERNATIONAL_MIG_2018,Total Specialist Physicians (2019),Unemployed_2018,Total physician assistants (2019),anycondition_prevalence,N_POP_CHG_2018,Active Primary Care Physicians per 100000 Population 2018 (AAMC),White-alone pop,diabetes_number,Two or more races pop,GQ_ESTIMATES_2018,CI90LBINC_2018,CKD_prevalence,Less than a high school diploma 2014-18,county_pop2018_18 and older,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),70-79,80+,0-9,Total nurse practitioners (2019),diabetes_prevalence,Heart disease_prevalence,50-59,CKD_number,Active General Surgeons per 100000 Population 2018 (AAMC),COPD_prevalence,POP_ESTIMATE_2018,Obesity_prevalence,Asian-alone pop,20-29,Native American/American Indian-alone pop,Civilian_labor_force_2018,Population Aged 60+,40-49,30-39,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),R_NET_MIG_2018,Black-alone pop,R_death_2018,60-69,anycondition_number,R_birth_2018,Heart disease_number,Internal Medicine Primary Care (2019)
267,1040,68.9,0.115128879,740,999,2288,2.358862803,192.6,58165,24.7,52602,142,3,419,2,3.568995239,51,1.581103267,45.0,76,73.9,4375,401,37,50,47039,3.5,243,3219,5.5,391,243,639,1.760192634,12.5,8.6,527,111,5.8,8.3,4488,31.7,30,374,24,2339,1060,474,490,181.6,81,19,7.6,610,1447,11.5,278,0.995225196
2280,9201,80.5,1.533461217,4528,6455,14194,19.73641811,227.6,46520,26.0,42479,2,45,4051,14,42.06537856,640,9.178703111,48.3,-268,88.0,27214,3442,1702,1113,38438,3.6,2502,24485,6.3,2769,1707,4158,18.11470013,14.1,8.9,4192,882,6.8,9.3,32120,39.3,303,3509,1155,14834,8712,3391,3696,206.5,67,1701,11.3,4170,11824,11.2,2176,13.29367458
8419,27219,74.4,2.314973465,14202,27298,59509,58.27770321,230.8,60692,20.9,56774,350,93,16676,9,152.6830226,2111,14.81933771,50.3,688,80.3,102969,11159,2936,1326,52856,3.0,8607,90984,6.1,8181,4023,14558,60.55760132,12.3,7.3,15818,2693,6.5,9.3,117360,37.9,1335,14992,486,61620,23978,15573,16085,212.0,40,9541,10.1,13928,45730,12.2,6670,46.1416302
6509,18578,71.9,1.257689666,14138,16792,36395,29.58606518,228.7,41122,20.8,38806,273,196,12376,39,110.9195548,1966,28.85747254,51.8,1826,79.1,24024,11889,1183,6917,36490,4.1,10120,70021,6.1,5809,3323,11886,41.76397064,17.0,8.0,10526,2866,7.0,9.3,91243,40.4,917,14666,250,38361,18997,9837,10678,202.9,278,64673,10.5,10380,36296,13.3,5605,43.17778729
101,519,80.3,0.096216803,253,532,1037,1.303582499,239.2,65158,30.4,59722,387,0,400,0,2.839947586,27,0.850432392,41.0,-31,88.2,1931,161,31,41,54286,3.0,65,1549,6.2,189,156,230,1.081145802,10.4,7.5,285,47,6.8,6.5,1996,32.8,8,165,12,1064,614,196,228,214.5,379,14,10.4,294,636,11.4,117,0.92492282
696,3040,88.9,0.190077049,1837,2027,6175,5.815503434,285.7,46831,23.5,42455,0,5,1365,35,15.56709678,212,4.798911574,39.4,93,95.4,11514,1013,240,342,38079,3.6,1399,9026,7.1,907,536,1747,6.18284335,11.2,7.8,1464,324,7.8,7.7,12164,30.0,58,1473,239,6387,2840,1292,1402,262.5,30,108,9.3,1506,3557,14.7,703,5.345650053
636,1192,75.0,0.195106219,712,2055,2366,3.735840668,207.6,39388,29.7,35527,122,5,821,46,8.06365134,131,0.46337727,54.1,-140,79.9,4091,975,89,96,31666,4.5,909,5452,6.5,769,411,648,2.893336541,17.9,11.6,1023,246,7.0,11.7,6682,38.7,35,780,38,2497,2097,742,616,188.2,121,2424,14.4,981,2947,11.6,633,1.993187395
114238,396859,80.1,19.87966379,228475,368264,1001293,758.5420101,265.2,58543,21.5,57200,217,2388,429460,66,2666.165232,34919,558.1879792,40.9,16789,86.8,1233595,201079,44334,16295,55857,3.3,150125,1538471,6.0,138805,85677,225855,1132.316334,13.1,7.3,280243,51255,6.9,7.4,1951260,29.8,75851,243854,7910,1036212,406732,261885,265090,240.7,222,587182,8.3,221376,629245,11.3,111793,1062.233648
1081,2789,66.5,0.221850721,1338,3539,4817,4.077302348,224.8,45981,29.8,42233,232,1,1107,4,14.37915054,277,2.478534916,53.7,-28,72.9,9654,1644,236,176,38485,4.3,1369,9746,5.4,1365,777,1316,4.19946871,16.9,11.2,1745,421,6.2,11.1,12175,39.2,46,1255,194,5094,3684,1358,1241,199.9,220,2044,14.4,1780,5235,9.8,1096,4.606689918
9317,31547,101.0,1.605278863,11781,25912,43869,52.05314084,303.4,49797,32.9,47020,191,195,13706,0,162.1594812,2505,30.47398235,49.4,999,109.4,102115,12015,3848,1816,44243,3.8,8699,88948,8.3,12794,6813,11603,55.29001461,13.5,9.8,14695,3423,9.2,10.5,110283,34.6,1221,11385,2298,46374,35360,11475,12134,271.5,358,606,13.4,17603,43966,9.8,8733,67.60592458
8731,17822,75.8,3.764249102,15133,28539,44109,42.69325563,260.3,55823,18.7,51665,351,123,11644,3,178.51594,2323,18.2732852,52.0,-670,84.1,78649,11647,2908,1479,47507,3.5,15876,82931,7.8,7129,3451,15409,56.32079036,14.0,8.9,15075,2893,9.1,10.5,111021,39.5,1258,14635,6730,46432,21180,12899,15154,231.8,26,21353,10.0,12136,43152,13.1,7381,59.72767404
2661,5791,61.2,1.132960995,4624,8511,12200,12.55412335,191.3,42567,20.6,39198,362,2,3346,57,38.69233458,770,1.224513398,59.3,37,65.9,16596,4260,368,315,35829,3.9,4870,25715,6.7,2388,1199,4658,23.87228925,16.6,9.3,4541,997,7.1,10.3,34178,47.2,66,4608,101,12970,7047,3987,4100,174.8,117,17045,12.5,4073,15243,14.1,2398,13.49253548
2373,4566,71.2,0.514125884,2960,6486,7940,9.508783681,217.1,37607,23.5,34382,2,46,2220,1,32.28303325,433,2.72334008,57.5,-277,77.2,12209,3870,307,2820,31157,4.5,4901,19689,6.9,2244,1048,2732,12.91423137,19.7,11.0,3278,887,7.6,12.1,24881,40.7,113,3268,164,8373,6150,3074,3201,196.7,2,12042,12.9,3076,11325,10.4,2159,11.63146184
447,2396,80.3,0.372767806,961,1814,3940,5.050402536,239.2,62170,27.4,56493,462,9,954,0,11.00266267,113,3.294786416,47.3,-128,88.2,7442,694,99,195,50816,3.2,332,5989,6.2,661,469,941,4.1886275,11.6,8.0,1114,192,6.8,7.5,7733,41.0,75,830,66,4053,2144,876,878,214.5,366,42,11.8,1003,2833,11.5,481,3.583380847
8761,42760,68.9,4.143023518,20431,28700,75065,84.88594853,192.6,59601,24.6,56188,334,220,26349,47,128.4337291,2700,56.89752298,39.9,4020,73.9,152660,13685,4211,1487,52775,3.0,7923,124681,5.5,13886,6406,19833,63.34222624,11.0,7.3,20914,3797,5.8,7.0,161505,29.7,1552,19298,2176,77765,36910,19116,20174,181.6,301,686,9.0,21447,49730,11.2,9147,35.81413664
117,529,84.8,0.156934377,302,664,1126,1.489499963,240.4,58238,29.0,54874,512,0,328,52,2.637598826,34,1.112306812,41.4,-25,92.8,2365,196,41,174,51510,3.1,140,1815,8.6,169,127,353,1.302280005,10.8,8.1,310,57,9.2,6.4,2429,31.8,7,233,11,1160,686,252,319,219.1,458,5,4.9,364,751,15.2,146,0.933346557
1400,3635,80.1,0.164680712,1413,4547,5852,6.283669553,265.2,50214,24.7,45426,16,4,2157,14,22.0861878,270,4.623961182,45.6,42,86.8,12902,1806,319,2983,40638,3.5,1838,13664,6.0,1607,725,1365,9.379970492,13.2,9.3,2356,479,6.9,10.2,16164,30.2,77,2125,107,6122,3954,2144,2098,240.7,210,2755,11.4,2331,6232,7.4,1265,8.799414066
43640,177117,78.1,11.78184101,152343,107053,564962,423.3047165,255.0,82266,15.4,80169,406,921,360231,28,1575.716041,19586,446.2372284,36.3,20419,86.2,743432,75717,27670,21803,78072,2.4,50481,830774,6.2,55468,26879,139666,496.2048577,9.1,5.2,142000,20205,7.1,5.3,1092305,27.5,82383,149519,8670,584548,157546,162787,162887,223.5,280,229229,5.6,100756,301261,11.8,43410,531.7607708
23766,81270,99.6,8.571526726,49814,75884,230692,177.8591796,315.1,81410,20.8,78714,132,274,107563,41,685.1098862,6223,159.4916223,37.7,2090,105.9,373807,32577,8498,7759,76018,2.6,23576,330618,8.6,27809,15792,44291,310.4117179,9.9,5.9,64837,8508,9.7,7.2,415247,29.0,18683,55361,1340,236915,84563,53066,54032,287.6,69,12645,8.2,50245,124514,10.1,19634,266.0234545
1868,7602,80.5,1.633241227,5039,5958,16319,21.02063709,227.6,63159,24.9,57934,173,19,7027,9,44.80250936,545,9.775947491,42.8,-203,88.0,32001,2905,863,1317,52709,3.1,2048,25968,6.3,2629,2168,4312,19.29339637,11.2,7.5,4203,796,6.8,7.2,34210,33.4,341,4084,325,16864,8619,3657,3979,206.5,229,661,9.9,4139,11108,10.5,1944,14.15867395
2581,11329,88.9,0.933977741,8146,11076,31436,28.57552123,285.7,79455,17.6,74421,178,109,11651,1,76.4917276,1043,23.58031443,32.3,657,95.4,56127,3592,1220,884,69387,2.6,4740,44698,7.1,3205,1470,8334,30.38051192,8.0,5.5,7724,1156,7.8,5.8,59770,24.1,557,7394,1013,32479,10202,7862,8655,262.5,194,744,6.0,6980,14458,13.7,2453,26.26681221
25343,109473,80.1,4.76632682,56823,69293,246363,181.8672169,265.2,69647,20.7,67187,248,568,122008,77,639.2369099,8075,133.8305498,38.9,5596,86.8,369298,40347,12662,3512,64727,2.8,18207,369523,6.0,31388,17439,51593,271.482947,10.9,6.5,64109,10485,6.9,6.9,467832,27.8,22797,63396,2049,254438,92794,63619,67068,240.7,253,60458,7.8,52397,143658,10.1,23900,254.6799976
2473,3647,77.8,0.428404094,2825,8659,8737,9.260978935,253.1,41121,23.9,37834,170,5,2064,7,37.63623097,459,4.440501565,58.3,-181,85.1,13947,3641,357,3797,34547,4.1,3806,20281,7.4,2067,1030,2638,21.41275419,18.0,10.2,3413,825,8.1,12.2,25220,43.0,190,3570,77,9196,6150,3134,3457,225.8,276,10644,11.9,3086,11830,9.9,2064,13.36248248
1319,2957,61.2,0.53044771,2138,4582,6456,5.877789274,191.3,50953,24.4,46764,12,2,1364,7,18.11559301,296,0.573312172,53.6,-79,65.9,12006,1863,112,112,42575,3.7,2013,12309,6.7,1414,772,1905,11.17690832,15.1,9.6,2130,461,7.1,10.7,16002,39.2,24,1908,32,6752,3931,1896,1764,174.8,12,3826,10.5,2075,6600,11.3,1181,6.317150004
94,398,88.9,0.021861048,128,287,1002,0.668849828,285.7,57117,29.0,51457,195,0,163,0,1.790395297,27,0.551930063,39.1,20,95.4,1329,124,21,2,45797,3.4,120,1160,7.1,132,68,131,0.711098146,10.7,8.1,216,40,7.8,8.1,1399,25.8,10,140,37,1029,398,178,155,262.5,198,2,7.9,251,454,9.4,94,0.614811281
24136,77628,74.4,7.403950281,53038,68899,179032,186.3888393,230.8,56079,19.3,54473,159,400,67527,13,488.3241754,5831,47.39649991,46.6,3141,80.3,299817,34603,11858,6110,52867,3.0,25762,278944,6.1,23124,13041,52732,193.6806085,12.4,7.2,46186,8368,6.5,8.7,375351,38.0,16427,51922,1769,184863,70976,45311,48872,212.0,194,45080,8.4,41125,129933,13.5,20005,147.5741908
16557,81652,86.4,9.22128648,52186,64734,219447,227.1348459,264.9,89669,24.0,87333,359,220,122742,40,637.6554268,5985,127.5726851,34.6,2002,94.6,373116,26700,5891,5519,84997,2.6,10862,316377,7.1,31235,19504,43910,210.8415954,8.4,5.8,62126,8305,7.9,5.2,403072,26.9,15666,41926,1306,225432,95193,50007,47965,238.3,163,6873,8.6,54213,109401,9.8,18382,211.6042582
24067,126707,88.9,10.1760133,84591,89231,351003,311.340272,285.7,78539,17.8,76665,159,1885,181360,51,833.4040553,11689,256.9157515,31.8,7083,95.4,499651,39382,25996,4303,74791,2.5,32895,497818,7.1,36246,17914,82715,331.0062752,7.9,4.7,81460,12223,7.8,4.8,651215,23.5,42147,90450,7461,362692,111767,88625,100417,262.5,175,74075,6.4,68797,158097,12.2,23641,286.1860818
4856,19623,81.7,1.027715864,11921,16916,42595,39.9203381,263.2,74392,19.7,69753,368,117,16926,5,125.8095504,1419,22.50269527,49.1,910,90.3,47734,8779,2582,992,65114,3.1,6736,69053,6.3,5899,2906,12219,47.93866291,12.7,6.8,13079,2126,7.3,7.0,91185,37.1,1706,11104,375,44014,17315,11439,12666,231.8,113,38671,9.2,9952,33909,12.9,4674,45.47642699
6984,19905,71.9,1.603363761,17070,20161,49640,37.71775027,228.7,46111,15.7,41820,203,190,17185,25,141.405626,2106,36.78890505,41.1,932,79.1,67499,11501,2578,5993,37529,3.1,10001,88452,6.1,6338,3252,15904,53.24273455,13.0,6.7,12169,2785,7.0,7.9,116321,32.2,2415,24343,533,51746,17921,12114,14807,202.9,145,43106,8.1,10324,36330,13.6,5894,55.04513657
4998,13058,94.8,0.519833863,6736,17111,26999,20.29230984,375.1,59967,24.8,55913,112,21,9151,3,153.1568348,1165,27.84869003,47.3,-292,112.9,57735,6012,803,3068,51859,3.2,5519,49732,7.4,5255,2859,6008,39.49171596,12.1,8.2,9460,1607,10.2,10.0,61197,34.5,342,7360,201,28164,15438,7764,7298,304.1,168,2095,10.9,8457,23523,8.9,4071,64.88528702
1758,7019,78.1,0.292004523,3348,5059,13141,10.49130534,255.0,70603,22.5,64426,219,21,4220,2,39.0529977,492,11.05967129,44.5,749,86.2,24531,2364,568,134,58249,3.0,1980,21014,6.2,1994,782,3224,12.29808333,11.2,7.6,4363,629,7.1,8.4,27072,33.0,201,2882,184,13633,5686,3454,3377,223.5,212,1567,8.8,3648,9347,10.1,1592,13.17931126
505,1342,77.9,0.294986447,1196,1828,4225,5.402251798,218.2,45389,25.7,41101,317,20,1143,10,10.21703059,97,2.132402028,42.4,-53,84.8,7499,690,114,695,36813,3.4,550,6163,6.5,653,473,952,4.804779248,11.2,8.4,850,207,6.9,8.2,7890,32.4,62,1322,37,4322,2081,734,740,193.1,92,158,10.2,970,2614,11.4,519,3.194853215
4392,11305,94.8,0.507533923,7781,12780,26945,19.8121676,375.1,56846,26.6,54321,255,40,12325,14,149.5329465,1225,27.18975409,38.7,-154,112.9,56204,5154,1013,5266,51796,3.1,3497,50199,7.4,5508,3128,5107,38.55729099,10.3,7.9,8253,1579,10.2,8.7,59749,28.3,884,9780,153,28170,16165,5991,5821,304.1,17,1455,10.7,8380,19430,8.1,3982,63.35001739
4479,17539,91.7,0.799757312,6918,14379,22743,38.39704397,278.8,61783,30.0,58239,213,295,8258,42,96.6402395,1531,16.5862712,46.3,1706,100.6,57444,6737,2770,2791,54695,3.6,5775,52778,6.1,6810,2941,7012,26.4006843,12.8,8.9,8911,1910,6.9,8.5,65507,35.1,893,7495,3147,24274,18441,7061,7542,246.3,324,958,10.5,10817,24452,10.6,4702,32.58141744
2365,5928,81.7,0.542310733,4219,5622,25352,21.06538255,263.2,62402,14.5,56997,267,33,15847,80,66.38787229,662,11.87434544,37.1,215,90.3,33921,3687,1497,2422,51592,2.5,2728,40442,6.3,2249,1187,4910,25.29653609,9.1,5.3,4848,1004,7.3,5.8,48117,29.0,3646,13230,201,26014,6753,5040,7846,231.8,7,8819,6.9,4588,15013,13.0,2132,23.99724996
3663,17146,86.4,2.039461996,11737,12258,47869,50.23516918,264.9,87024,25.0,83014,177,29,29636,17,141.0295638,1240,28.21511333,34.6,717,94.6,83658,5861,1296,1882,79004,2.7,2202,70152,7.1,7493,4534,9764,46.63160851,8.4,6.1,13426,1889,7.9,5.2,89147,27.3,2389,9341,297,49109,21950,10579,9934,238.3,332,1478,8.9,12339,24296,9.1,4301,46.80028581
565,636,75.8,0.15128741,557,1492,1347,1.715867328,260.3,32084,28.3,28962,421,0,334,0,7.174661769,113,0.734414197,64.8,-121,84.1,1961,870,59,16,25840,6.2,706,3440,7.8,478,242,558,2.263566051,25.3,14.8,633,212,9.1,16.4,4462,46.9,9,428,9,1460,1350,426,420,231.8,421,2424,13.7,720,2229,11.5,510,2.400490732
14222,54916,72.3,3.720233975,37950,44792,130306,126.218373,229.5,67820,19.5,64904,508,247,55394,1,347.8688349,4389,56.55833971,42.2,7972,80.1,205701,22562,5970,3699,61988,2.8,18002,207623,6.2,17892,7636,35564,114.3567574,10.9,6.3,36886,5835,7.0,6.8,274118,33.0,6754,32485,2359,134695,48997,39029,36572,205.0,324,53087,8.0,30104,87564,11.3,13022,115.2194204
1185,4930,88.9,0.312945829,1744,4038,9447,9.574735882,285.7,61163,33.5,56168,39,17,5068,0,25.62991181,261,7.901003132,35.9,376,95.4,18815,1654,347,1475,51173,3.3,1070,17018,7.1,2239,1047,1586,10.17953007,9.7,7.5,2753,554,7.8,7.0,20027,23.6,174,2194,326,9708,6312,2371,2509,262.5,180,348,8.3,3584,6107,7.2,1271,8.801161922
6938,16220,71.9,1.755111353,18182,14668,59045,41.28748155,228.7,44052,14.0,42112,125,174,29655,73,154.7887171,2430,40.27072739,36.3,510,79.1,82224,10875,2766,10109,40172,2.8,8950,105341,6.1,5965,3029,12941,58.28180114,10.3,5.5,11269,2926,7.0,6.6,127330,29.3,5424,35881,506,61475,17345,12495,16912,202.9,117,36236,6.1,10656,38230,10.8,5766,60.25478838
34041,211878,104.7,15.17908948,108421,178520,454330,338.0797203,314.1,85551,22.0,83695,320,94079,233677,52,1244.685338,10863,108.3235022,35.3,-6349,118.5,212694,95006,221372,35936,81839,2.9,56632,772315,8.4,72320,50471,120970,284.2629485,12.3,5.9,117704,22187,9.4,4.4,980080,24.1,420967,147222,3210,465193,218287,116349,138752,273.7,27,27758,8.7,107871,272682,12.6,45399,520.9187527
44049,150963,97.6,6.854787862,103224,150542,432164,235.1192237,386.0,77829,22.5,75836,356,628,221773,53,1882.598938,18202,315.4573374,42.1,-172,116.2,503788,77645,21560,21417,73843,2.9,50831,649500,7.5,57970,39290,98143,458.3111165,12.0,6.4,112965,19025,9.6,6.8,828431,31.6,52462,107297,3637,450366,186412,98740,110396,306.1,362,246356,10.3,100406,273532,11.6,41823,779.8006672
3037,4702,74.4,0.775800157,6898,7291,20098,19.53018121,230.8,74370,18.8,67498,258,9,2333,4,51.16754669,515,4.966296457,43.8,108,80.3,38505,3312,313,325,60626,3.1,8150,26551,6.1,2430,1165,6989,20.29422682,12.5,8.0,4299,823,6.5,11.4,39330,32.5,177,4960,118,20613,7291,4283,4423,212.0,149,208,6.7,3883,11635,18.1,2131,15.46310767
43306,144784,93.7,7.681615825,109177,183897,438576,187.9595372,352.1,70122,22.6,67720,148,895,207966,63,2068.03501,20171,388.8818011,39.5,-174,105.7,665803,73592,21080,29659,65318,2.8,59205,684574,7.1,62884,39991,90242,775.3630973,10.8,6.5,122566,19430,8.6,6.3,857620,30.7,36950,117710,4597,458747,194911,103135,108911,302.9,8,128295,9.2,103004,270355,10.1,44330,933.5563732
76759,276327,94.8,12.58104639,188355,287538,747832,491.1155458,375.1,101579,21.8,100075,176,1421,366348,32,3706.70974,29952,673.9954551,38.2,-2478,112.9,1250098,124634,29227,29238,98571,2.7,98607,1168074,7.4,108036,64722,161959,955.7805785,10.7,6.4,233925,31962,10.2,6.6,1481093,29.0,62052,188896,9090,777784,326104,191007,169191,304.1,160,129205,8.8,175002,445735,10.3,74849,1570.357116
3525,16109,80.5,3.187470054,10316,11557,30833,41.0243448,227.6,70831,20.2,65953,34,67,12644,0,87.43757782,1105,19.07895745,46.8,-71,88.0,61954,5499,1672,2300,61075,2.8,3250,49769,6.3,4145,2657,8637,37.65342323,11.0,6.9,8841,1407,6.8,7.1,66765,38.2,892,7650,737,31938,13403,8163,8527,206.5,168,1443,9.4,7829,23293,11.0,3446,27.63238428
1876,2874,75.8,0.683404085,2718,5753,6790,7.751013417,260.3,37647,22.9,34446,123,12,1599,0,32.40978992,521,3.317537551,55.4,-105,84.1,13333,2506,241,732,31245,4.2,3184,15002,7.8,1536,970,2873,10.22510922,16.7,10.6,2571,635,9.1,12.5,20156,40.9,82,2445,62,7311,4672,2199,2395,231.8,122,6426,13.8,2449,8315,14.4,1594,10.84363317
1627,5137,61.2,0.710810539,3350,4183,8012,7.876355168,191.3,45125,21.0,40792,19,8,2277,0,24.2752569,410,0.768249775,53.3,19,65.9,13215,2382,253,734,36459,3.8,2101,16036,6.7,1588,869,2881,14.97728066,14.9,9.1,2520,602,7.1,10.1,21443,37.7,105,2781,1210,8422,4496,2718,2340,174.8,0,6652,13.1,2396,8552,13.4,1460,8.465107332
709,1287,89.4,0.180792012,697,1787,2018,4.006480116,263.4,49588,24.8,44837,313,1,403,0,9.049285869,153,2.156590425,59.3,40,100.1,5698,791,74,0,40086,4.0,660,4588,9.2,558,241,651,3.04117991,17.2,12.6,899,184,10.5,15.5,5830,39.9,17,548,14,2171,1441,720,635,231.6,400,26,8.4,881,2720,8.8,576,3.150946489
3564,12181,71.2,1.072616074,6828,9723,19995,19.83808738,217.1,59017,21.6,55122,15,206,8175,9,67.35179345,822,5.681679201,51.9,132,77.2,39368,5596,1562,518,51227,3.3,4833,39629,6.9,3963,2099,6605,26.94284137,14.1,8.2,6662,1302,7.6,9.0,51909,36.0,849,6312,732,20817,11027,6896,6586,196.7,10,9192,10.4,5958,20571,12.6,3258,24.26661117
3290,10340,83.7,0.676609371,4592,10747,19663,18.85438278,292.7,63289,31.3,58345,14,18,6797,7,79.4562613,1323,7.798446153,49.2,137,93.7,39549,4440,559,495,53401,3.4,2418,33197,7.1,4550,2352,3757,21.06208243,13.4,9.5,6189,1141,8.3,9.9,40769,36.9,154,3896,107,20986,12744,4476,4038,248.6,18,382,12.5,6919,16320,7.7,3154,27.57357571
5661,13006,74.4,1.300614267,8963,18007,30996,32.74197886,230.8,47961,24.7,45138,13,30,7584,12,85.78142279,1243,8.325901937,49.1,-346,80.3,58486,7583,1706,4826,42315,3.5,5767,52329,6.1,5528,3289,7283,34.02288685,14.5,8.8,8708,1823,6.5,10.8,65936,38.3,628,9716,281,32239,16678,7339,6680,212.0,48,4805,12.2,8430,25702,9.9,4612,25.9236071
1630,4699,61.2,0.69794879,2754,3963,9181,7.733836593,191.3,43783,22.2,39633,0,6,2822,4,23.83600868,410,0.754348692,53.9,-1,65.9,11667,2627,222,257,35483,3.9,2873,16015,6.7,1677,851,2718,14.70627451,16.4,9.3,2832,629,7.1,10.2,21055,41.7,100,2757,64,9591,4746,2548,2331,174.8,32,8996,13.3,2587,8637,12.8,1487,8.311935591
2652,8533,66.5,0.758374139,6080,7955,20620,13.93784365,224.8,52322,21.9,48040,343,21,4605,12,49.15366458,796,8.472619687,52.0,-297,72.9,34875,4820,420,488,43758,3.8,5829,30869,5.4,2847,1910,5760,14.35545694,15.6,9.0,5240,1181,6.2,8.6,41619,40.0,232,5217,324,21416,9080,4493,5054,199.9,172,5747,10.1,5018,16049,13.4,2778,15.74750125
1428,5628,80.5,1.097866567,3183,5346,10403,14.1300956,227.6,60913,23.7,56946,354,6,3477,12,30.11629655,381,6.571402762,49.5,-102,88.0,21654,2184,617,409,52979,3.2,1213,17329,6.3,1700,1190,2985,12.96904247,12.6,8.0,3072,552,6.8,8.2,22996,39.9,120,2491,298,10784,5525,2544,2664,206.5,136,301,11.0,3167,8580,10.8,1380,9.517476357
3514,13812,101.0,0.762399382,6379,12409,23148,24.72173733,303.4,68723,26.3,63338,492,129,6445,2,77.0148359,1239,14.4730899,45.9,582,109.4,48464,4816,2039,458,57953,3.2,3464,41310,8.3,4447,1965,5832,26.25903444,11.7,7.8,7686,1315,9.2,8.5,52377,35.0,617,5794,767,24387,13196,6653,6286,271.5,104,361,9.2,7335,18981,10.3,3206,32.10826248
1202,2989,79.0,0.301612091,1734,4140,7313,6.764021982,273.1,51839,25.8,48749,0,3,2067,12,26.86078174,187,1.644033121,45.5,-17,86.6,14155,1432,227,1997,45659,3.2,1501,11978,6.3,1245,879,1708,8.447610787,12.0,8.3,1915,389,7.0,10.0,15146,33.7,110,1943,76,7500,3870,1963,2050,236.3,274,575,12.3,1709,5454,10.3,999,9.421669508
3754,13169,66.5,0.954914745,6024,10207,21143,17.54998189,224.8,58468,34.2,53704,228,55,9496,14,61.89235187,705,10.66838787,48.2,555,72.9,49224,6168,940,1971,48940,3.9,4279,42343,5.4,6647,3860,5389,18.07582405,14.6,10.2,6763,1652,6.2,8.9,52405,34.1,571,5708,600,21848,17362,5004,5137,199.9,195,1015,14.1,7873,20395,10.5,4304,19.82863123
1061,2098,79.0,0.229684,1467,3656,5529,5.150946094,273.1,53218,27.3,48951,426,4,1121,2,20.45505457,164,1.251966065,49.0,106,86.6,11025,1247,200,394,44684,3.7,1294,9004,6.3,1011,688,1294,6.43303465,13.9,10.1,1716,334,7.0,11.8,11534,34.0,64,1187,33,5693,3177,1312,1252,236.3,240,208,12.8,1607,4409,10.1,913,7.17480101
1382,3762,66.5,0.366440903,2754,5654,8507,6.734665315,224.8,55832,30.2,51128,330,17,2294,9,23.75069547,277,4.093908597,48.4,91,72.9,18250,2143,287,415,46424,3.6,2022,15359,5.4,1912,1340,2450,6.93645304,14.0,9.5,2582,560,6.2,9.0,20110,35.4,102,2083,128,8784,6001,2079,2091,199.9,228,1326,12.8,2819,7426,11.7,1461,7.609078789
12866,50253,80.1,2.111680675,23564,33908,93435,80.57472807,265.2,65843,21.1,62779,190,477,42110,16,283.2084917,2835,59.29249011,40.5,3585,86.8,168142,17368,8958,4719,59715,2.9,11232,161186,6.0,14529,7850,26749,120.2782173,10.8,7.0,27061,4650,6.9,8.0,207269,29.0,6748,31563,1505,96270,41694,22398,29647,240.7,242,21439,9.2,23908,65265,13.1,11235,112.833813
425,2209,80.5,0.368135724,1088,1276,4120,4.738092155,227.6,61160,23.4,55345,401,8,1275,1,10.09857204,110,2.203517425,44.5,-119,88.0,7362,650,113,353,49530,2.9,243,5909,6.3,521,416,1071,4.348768764,11.0,7.1,890,172,6.8,7.2,7711,36.0,65,1131,83,4230,1833,791,874,206.5,395,80,7.5,929,2627,15.3,419,3.191392424
609,1202,75.0,0.189500054,761,2008,2695,3.628495351,207.6,38040,29.2,34306,146,5,569,0,7.831951092,134,0.450062628,53.5,-110,79.9,4600,887,125,106,30572,4.4,943,5069,6.5,649,357,781,2.810199663,17.5,11.5,898,221,7.0,12.0,6490,37.3,18,700,37,2829,1975,769,639,188.2,140,1705,15.0,936,2713,12.5,583,1.935915324
87,388,80.5,0.071755673,204,298,798,0.923531644,227.6,56881,26.5,51350,402,0,339,0,1.968376836,21,0.429501581,45.3,-23,88.0,1437,140,42,19,45819,3.4,73,1125,6.3,132,119,213,0.847646149,12.5,8.6,204,38,6.8,7.7,1503,34.7,1,145,10,819,421,121,155,206.5,396,13,6.6,210,509,16.5,97,0.622054573
2841,7949,83.7,0.610805546,4844,11117,18214,17.02069474,292.7,58621,24.6,54581,181,11,3834,7,71.72872135,684,7.040006187,48.7,58,93.7,35558,3736,423,990,50541,3.2,2686,28419,7.1,2999,1804,4367,19.01368397,13.1,8.8,5129,920,8.3,10.0,36804,35.7,206,4234,130,18898,9106,4285,4317,248.6,182,476,10.8,4825,13840,11.1,2505,24.89190023
