COPD_number,Some college or associate's degree 2014-18,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),19-Oct,High school diploma only 2014-18,Employed_2018,Family Medicine/General Practice Primary Care (2019),Active Physicians per 100000 Population 2018 (AAMC),CI90UBINC_2018,Percent of Population Aged 60+,Median_Household_Income_2018,R_DOMESTIC_MIG_2018,Hawaiian/Pacific Islander-alone pop,Bachelor's degree or higher 2014-18,R_INTERNATIONAL_MIG_2018,Total Specialist Physicians (2019),Unemployed_2018,Total physician assistants (2019),anycondition_prevalence,N_POP_CHG_2018,Active Primary Care Physicians per 100000 Population 2018 (AAMC),White-alone pop,diabetes_number,Two or more races pop,GQ_ESTIMATES_2018,CI90LBINC_2018,CKD_prevalence,Less than a high school diploma 2014-18,county_pop2018_18 and older,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),70-79,80+,0-9,Total nurse practitioners (2019),diabetes_prevalence,Heart disease_prevalence,50-59,CKD_number,Active General Surgeons per 100000 Population 2018 (AAMC),COPD_prevalence,POP_ESTIMATE_2018,Obesity_prevalence,Asian-alone pop,20-29,Native American/American Indian-alone pop,Civilian_labor_force_2018,Population Aged 60+,40-49,30-39,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),R_NET_MIG_2018,Black-alone pop,R_death_2018,60-69,anycondition_number,R_birth_2018,Heart disease_number,Internal Medicine Primary Care (2019)
876,2947,87.2,0.169283766,1292,3526,5224,5.480448753,284.4,62784,30.0,57422,29,2,1436,12,19.35809649,286,2.25590986,48.7,-151,99.6,11195,1098,146,255,52060,3.4,614,9233,5.8,1182,734,1223,4.492809244,11.9,8.7,1683,314,7.0,9.5,11534,35.4,56,1236,46,5510,3583,1299,1188,240.5,27,89,12.1,1697,4495,9.4,807,8.736671774
7922,31549,93.7,1.457126263,18919,30998,89811,35.65405825,352.1,92925,25.2,88709,152,108,49327,35,392.2857111,3267,73.76701706,33.6,-173,105.7,144706,12051,3348,4656,84493,2.7,6918,133905,7.1,14143,8540,14108,147.0786822,9.0,6.3,26655,3637,8.6,5.9,162682,27.1,5132,19215,449,93078,41372,19538,18556,302.9,0,8939,9.4,23008,45015,7.8,8502,177.0863761
190,681,79.6,0.132637877,252,602,1126,1.996370105,237.6,51948,39.4,47288,381,0,341,82,3.071077009,31,0.772020466,47.6,-30,87.0,2490,292,23,93,42628,4.1,404,2102,9.7,291,340,266,1.554243846,13.9,11.1,387,85,10.5,9.1,2585,31.1,40,227,19,1157,1056,196,240,217.1,33,13,18.8,386,1000,9.2,234,1.193740897
448,1361,77.9,0.239316635,874,1951,2693,4.382739386,218.2,51017,29.2,46725,124,1,566,4,8.28887361,76,1.729975334,54.7,-85,84.8,6234,639,81,93,42433,3.7,484,4776,6.5,602,439,883,3.898021796,13.4,9.8,803,178,6.9,9.4,6401,42.5,35,646,15,2769,1872,604,663,193.1,118,35,13.5,887,2614,14.3,467,2.59192084
10133,51399,87.1,1.730498373,22905,28621,88319,73.25937122,279.6,86684,27.0,81869,62,433,45397,6,283.2955985,3270,38.16255046,37.1,1956,96.2,169435,15421,7311,1645,77054,3.1,9299,152857,6.2,17680,8519,18868,74.30056244,10.1,6.8,29706,4715,7.2,6.6,190678,26.6,8961,19203,2542,91589,49939,22704,20697,243.8,147,1996,9.0,30396,56675,8.5,10377,107.7970337
1635,5956,87.1,0.254540576,4078,5058,11944,10.77578737,279.6,51465,21.5,47365,152,51,2484,43,41.67020658,835,5.613364168,40.6,91,96.2,25003,2494,855,317,43265,3.5,4426,20594,6.2,1944,1085,4094,10.92893713,12.1,7.5,3469,717,7.2,7.9,28047,30.6,870,3680,886,12779,6019,3052,3476,243.8,33,382,7.8,3169,8369,13.0,1551,15.85596348
3111,15247,91.7,0.743780282,8422,8104,27887,35.70953811,278.8,61755,22.5,57329,178,250,11262,25,89.87614561,1383,15.42535629,39.5,270,100.6,55648,4987,1692,4819,52903,3.0,4807,48143,6.1,4640,2905,6829,24.55283388,10.4,6.9,7202,1462,6.9,6.5,60922,32.3,1078,9529,840,29270,13443,6585,7447,246.3,40,1414,9.9,7363,19011,10.6,3321,30.30096193
640,3025,80.3,0.522540155,1397,2386,6289,7.079576295,239.2,53810,28.2,49995,307,2,1570,4,15.42336264,136,4.618580726,49.0,-40,88.2,10559,948,123,132,46180,3.3,536,8241,6.2,976,739,1406,5.871553356,11.5,8.5,1437,275,6.8,7.8,10840,38.5,24,1120,69,6425,3058,1163,1142,214.5,42,63,11.8,1460,4036,12.0,700,5.023127943
2033,5432,87.6,0.336593498,2537,5555,9543,14.07849056,287.0,61033,35.0,56456,364,15,4899,3,47.45734583,568,8.842591699,49.5,96,97.8,22574,2445,348,226,51879,3.7,1478,19126,6.7,2878,1445,2117,10.33155044,12.8,10.1,3554,709,7.9,10.6,23365,35.9,69,2183,279,10111,8100,2289,2128,249.7,174,80,11.8,4234,9464,8.8,1931,17.33222772
411,1119,79.0,0.102973467,568,1553,2702,2.309306594,273.1,54002,32.3,49122,116,3,885,12,9.170546835,69,0.561289797,45.9,-77,86.6,5044,522,62,98,44242,3.4,369,4134,6.3,636,338,550,2.884101108,12.6,9.2,724,142,7.0,9.9,5171,33.0,14,517,21,2771,1721,597,512,236.3,44,27,15.0,729,1896,9.8,382,3.216654762
20400,69750,71.2,7.573526183,46922,50768,173532,140.0727417,217.1,66526,19.8,63755,41,422,101650,13,475.557456,6220,40.11719315,44.6,4854,77.2,252338,34952,9703,8320,60984,3.0,21617,286553,6.9,24151,13244,43078,190.2379795,12.2,7.1,54475,8511,7.6,7.1,366519,33.1,9815,50959,2968,179752,70040,44447,48362,196.7,38,91273,8.8,40881,127744,11.4,20256,171.3416567
1835,8494,80.3,1.706064684,4837,7034,18914,23.11442475,239.2,59968,20.6,55226,125,28,5147,74,50.35642534,484,15.07941043,41.2,120,88.2,32786,2697,589,1267,50484,3.0,2260,26423,6.2,2193,1701,5172,19.17029671,10.2,7.0,4522,785,6.8,6.9,35392,32.9,668,4579,721,19398,7213,3713,4530,214.5,4,600,10.6,4145,10881,14.1,1859,16.4002347
1718,2578,79.0,0.344426431,2182,5435,7662,7.724186201,273.1,41613,24.3,38093,341,10,1561,3,30.67371457,384,1.877406368,55.8,-269,86.6,14091,2155,343,332,34573,4.0,2694,13288,6.3,1467,806,2150,9.646763249,16.2,10.4,2442,533,7.0,12.9,17296,36.8,66,1952,48,8046,4377,2081,1943,236.3,288,2738,13.3,2273,7417,12.3,1383,10.75909123
2195,3837,72.9,0.57765953,3893,4140,10153,10.45288674,230.9,45314,18.1,41196,18,5,3731,14,35.51780883,553,5.424498064,47.6,21,77.3,23601,2378,287,3005,37078,3.1,2303,19821,7.6,1587,780,2682,16.14145773,12.0,8.6,2762,619,8.3,11.1,24583,38.0,213,5481,55,10706,4411,2504,2464,214.6,24,422,8.6,2430,9428,10.7,1704,10.86550069
1738,5626,66.5,0.415894936,2204,5301,9582,7.643560475,224.8,57301,35.3,53008,520,10,3970,12,26.95603547,338,4.646413218,49.2,500,72.9,21778,2853,365,308,48715,3.8,1781,19012,5.4,2889,1170,1992,7.872581014,15.0,10.0,3780,720,6.2,9.1,22824,34.4,134,1958,297,9920,7519,2363,2132,199.9,365,240,10.6,4336,9348,8.4,1893,8.635982809
1855,6117,74.4,0.503786829,3127,6898,13343,12.68245177,230.8,74877,24.0,68162,152,5,3722,3,33.22703134,388,3.224999021,46.5,-26,80.3,24745,2462,295,242,61447,3.0,1204,19913,6.1,2012,1125,3019,13.17860547,12.4,7.8,3759,600,6.5,9.3,25540,36.0,155,2796,73,13731,6134,3030,2986,212.0,137,267,10.1,3686,9263,10.1,1545,10.04138748
2975,13969,81.7,0.764669743,9544,8217,31681,29.70264033,263.2,93936,20.9,86317,30,182,20606,45,93.60832104,909,16.74308125,38.4,-32,90.3,51252,5128,2649,646,78698,2.6,2555,51690,6.3,5099,2528,8271,35.66865739,9.9,5.9,9669,1349,7.3,5.8,67846,26.3,4024,8112,375,32590,14070,8367,8720,231.8,209,9364,7.8,7536,19860,9.6,3050,33.83663613
26384,79094,72.3,4.670643161,36536,77366,139690,158.4634151,229.5,50982,29.1,49082,505,479,55617,39,436.7389808,6108,71.00731414,46.1,11496,80.1,284593,40680,7126,3831,47182,3.5,24040,282432,6.2,38519,14024,33000,143.5715093,14.4,8.8,47798,9982,7.0,9.3,344147,34.6,4738,38479,2037,145798,90290,39346,38226,205.0,502,45174,10.9,58219,130225,9.1,24965,144.654557
1098,5370,80.3,1.026907096,2872,4253,10650,13.91293485,239.2,73114,24.0,67897,175,1,3620,9,30.31032236,298,9.07653369,45.7,284,88.2,20669,1643,324,334,62680,2.8,1035,16129,6.2,1657,1030,2761,11.53890232,10.2,6.9,3246,458,6.8,6.8,21303,36.5,88,2171,104,10948,5028,2323,2504,214.5,200,117,9.2,2739,7371,11.9,1114,9.871558539
316,1234,80.3,0.227285686,622,1126,2560,3.079354449,239.2,54777,31.4,49685,432,3,642,0,6.708593622,67,2.008912188,46.0,-53,88.2,4575,458,63,78,44593,3.6,388,3685,6.2,509,328,513,2.553909047,12.4,9.1,597,133,6.8,8.6,4715,36.3,16,486,34,2627,1514,500,433,214.5,372,24,11.8,727,1696,11.6,334,2.1848753
618,2306,68.9,0.204220366,829,1887,3354,4.18424839,192.6,49011,37.3,44248,335,3,1243,8,6.33083135,157,2.804626361,45.2,100,73.9,7637,960,160,80,39485,4.2,462,6473,5.5,1140,533,789,3.122302486,14.8,10.7,1068,271,5.8,9.5,7961,34.5,33,624,100,3511,2895,668,825,181.6,231,28,11.8,1485,2928,9.6,694,1.765371609
1865,3900,71.9,0.305893593,2858,5842,7956,7.195883065,228.7,40709,21.8,36788,137,16,1696,25,26.97770526,452,7.018675742,52.6,-141,79.1,10906,2980,253,2178,32867,4.1,3873,17158,6.1,1663,814,2729,10.15777689,17.4,9.1,2914,711,7.0,10.9,22192,40.3,200,2966,139,8408,4919,2896,2809,202.9,152,10678,11.4,2543,9030,11.4,1565,10.50164348
4971,13589,81.7,1.115627075,15277,12352,48262,43.33513918,263.2,56413,16.8,52538,369,54,25414,68,136.5713477,1453,24.42758449,35.2,702,90.3,85432,7037,2487,9835,48663,2.3,4161,83680,6.3,5397,3003,8448,52.03935459,8.4,5.4,9950,1966,7.3,5.9,98985,28.9,6509,26468,305,49715,16371,10013,11332,231.8,222,4198,6.7,9097,29471,8.3,4530,49.36649806
8922,34864,71.9,3.261449835,38480,23577,114331,76.72279577,228.7,109879,15.7,105921,277,163,73406,15,287.6373827,3717,74.83340414,32.5,8024,79.1,186831,15220,4334,665,101963,2.3,10170,171804,6.1,13611,5497,32200,108.3026273,8.9,5.1,32814,3949,7.0,5.2,236612,26.2,34318,21375,1174,118048,33215,40986,31429,202.9,285,9792,5.4,20220,55825,10.3,8682,111.9689467
32,24,66.5,0.008054047,88,87,233,0.148021983,224.8,46902,15.8,42153,273,0,28,124,0.522019264,9,0.089980487,54.8,20,72.9,406,64,9,0,37404,4.7,274,322,5.4,38,20,54,0.152457098,19.8,10.7,52,15,6.2,9.9,442,40.8,3,41,7,242,89,47,59,199.9,530,17,0.0,43,176,9.3,35,0.167240817
439,1893,77.9,0.251990957,863,1916,4232,4.614851346,218.2,59916,30.1,55865,146,22,729,9,8.727856293,79,1.821595649,47.6,-100,84.8,6479,627,103,99,51814,3.5,426,5196,6.5,638,464,811,4.104462881,12.1,9.2,974,183,6.9,8.4,6740,35.9,33,649,36,4311,2100,639,685,193.1,371,67,12.2,1017,2473,11.5,477,2.729190199
405,1396,81.7,0.166490308,2077,517,8255,6.467107905,263.2,150364,19.2,137551,53,8,7422,20,20.38118855,181,3.645444038,30.4,283,90.3,11836,803,661,42,124738,2.1,116,10863,6.3,804,424,2127,7.766079164,7.4,4.4,2027,227,7.3,3.7,14772,24.4,1464,1710,82,8436,2660,2245,1784,231.8,317,721,5.9,1574,3308,17.0,476,7.367196134
34176,167196,66.5,18.31559462,151546,91405,527191,336.6147142,224.8,100358,14.8,96936,523,966,318998,97,1187.116686,18052,204.623364,34.5,33753,72.9,704031,68319,27574,4394,93514,2.3,39131,744670,5.4,50461,21590,133960,346.7005483,9.2,5.0,132755,17085,6.2,4.6,1005146,26.7,159619,117972,7017,545243,135322,162184,147122,199.9,518,105939,4.8,87556,256993,11.3,37455,380.3199955
935,3888,77.9,0.570120194,1653,3854,6217,10.44093,218.2,58289,29.3,54313,46,9,2374,2,19.74645113,160,4.12129259,50.3,-14,84.8,14304,1411,254,1488,50337,3.3,1014,12300,6.5,1364,1010,1567,9.286195026,11.5,8.3,1945,401,6.9,7.6,15249,38.4,143,1759,119,6377,4507,1904,1829,193.1,346,420,12.6,2218,6189,10.1,1026,6.174691594
2493,6748,94.8,0.264151407,3848,8205,14062,10.31145251,375.1,61831,27.1,57757,18,10,4951,12,77.82600606,712,14.15119555,44.5,-139,112.9,29783,2982,492,1268,53683,3.2,2306,25692,7.4,3056,1534,2793,20.06755055,11.6,8.3,4746,835,10.2,9.7,31097,33.6,244,3714,88,14774,8559,3470,3267,304.1,31,480,9.8,4669,11430,7.3,2136,32.97118765
8967,33180,87.1,2.000313016,34509,23271,103956,84.68177499,279.6,71782,16.5,67804,132,1263,52424,37,327.4662849,4562,44.11275251,32.5,2032,96.2,163630,15603,11865,10174,63826,2.6,17180,174175,6.2,11676,6838,25266,85.88530594,9.0,5.1,23432,4515,7.2,5.1,220408,24.5,33107,47314,3947,108518,34981,23920,27505,243.8,173,6596,6.2,19948,56520,10.9,8848,124.6044568
910,2228,72.3,0.127709241,653,2609,3285,4.332859899,229.5,49168,40.3,44683,363,8,1602,47,11.94173946,121,1.941550634,54.5,-157,80.1,4966,1576,106,976,40198,4.8,1485,8294,6.2,1744,563,555,3.925671015,19.0,11.9,1309,402,7.0,11.0,9410,39.5,54,878,13,3406,3905,955,903,205.0,399,4263,15.6,1850,4520,5.1,983,3.955284752
220,709,80.3,0.143312904,384,918,1346,1.941658702,239.2,51273,34.1,46191,6,2,445,0,4.230042171,46,1.266701153,48.0,-34,88.2,2894,311,32,18,41109,3.9,180,2340,6.2,311,235,312,1.610343923,13.3,10.0,404,91,6.8,9.4,2973,38.4,5,269,26,1392,1042,330,258,214.5,315,14,10.0,470,1123,9.4,235,1.377653079
639,3517,84.8,1.009122286,2102,2886,7888,9.577809767,240.4,87427,23.1,80698,278,6,3174,36,16.96033596,261,7.152375501,39.6,372,92.8,14793,1111,247,89,73969,2.8,850,11840,8.6,1177,638,2015,8.373944584,9.4,6.8,2119,328,9.2,5.4,15619,31.4,246,1705,131,8149,3448,1915,1862,219.1,270,196,7.5,2086,4693,11.4,805,6.001622017
2676,6140,74.4,0.702934513,5557,8403,17038,17.69584383,230.8,61786,20.4,56693,363,17,3245,3,46.36172626,456,4.499845933,46.4,214,80.3,34840,3161,319,421,51600,3.3,3372,24482,6.1,2271,1618,6480,18.38812782,12.9,8.5,4035,811,6.5,10.9,35636,35.3,131,4387,115,17494,7140,3761,3825,212.0,23,214,7.3,3702,11355,18.8,2086,14.0107629
1055,2733,75.0,0.389540866,1860,3312,5717,7.458822261,207.6,44184,23.4,40199,80,15,1308,1,16.09954692,205,0.925159556,50.2,-36,79.9,9992,1507,247,181,36214,3.9,1515,9869,6.5,1069,623,1910,5.776713976,15.3,10.1,1774,384,7.0,10.7,13341,38.7,75,1529,209,5922,3157,1489,1568,188.2,116,2803,12.3,1519,4958,12.6,1000,3.979514073
1486,6201,81.7,0.301862302,3143,4610,13214,11.72546379,263.2,80178,25.4,73463,184,18,6597,46,36.95297678,339,6.60952665,43.6,366,90.3,21681,2305,688,1252,66748,2.9,1714,21506,6.3,2558,1191,2663,14.08061862,10.7,6.8,3846,622,7.3,6.9,26783,33.6,214,2923,100,13553,6641,3412,3424,231.8,280,4082,7.9,3623,9373,9.1,1465,13.35740685
2056,3955,80.1,0.198433941,2223,5489,6706,7.57158079,265.2,41940,25.6,38040,183,35,1444,46,26.61300914,277,5.571695864,54.7,29,86.8,17333,2366,462,1776,34140,4.0,3173,15539,6.0,1721,963,2094,11.30250466,15.2,11.1,2652,627,6.9,13.2,19477,39.9,130,2569,203,6983,4989,2465,2289,240.7,153,1314,11.8,2501,8500,10.4,1728,10.60295643
701,1975,66.5,0.153008665,1033,2094,2842,2.812082777,224.8,43382,30.6,39484,32,3,957,14,9.917184975,118,1.709425683,51.7,-18,72.9,7738,1059,170,53,35586,4.1,1115,6633,5.4,937,533,917,2.896339939,16.0,11.2,1184,275,6.2,10.6,8397,37.2,93,768,121,2960,2576,924,804,199.9,356,272,14.2,1297,3427,9.3,740,3.177197145
11669,35280,87.2,1.292274065,23621,38490,74885,75.87494869,284.6,58244,21.3,54980,87,224,27357,39,292.4231599,3239,47.07569809,50.1,2105,96.8,118236,19351,6688,4643,51716,3.3,14930,137745,6.6,14222,6782,22434,96.36672315,14.0,7.4,23238,4579,7.0,8.5,178550,40.4,4270,25327,1326,78124,36849,20186,22397,252.3,77,47806,9.8,20343,69049,12.0,10241,91.01301631
43,183,80.3,0.034707464,90,137,427,0.47023016,239.2,53587,30.3,48275,417,0,112,31,1.024429991,13,0.3067692,46.4,-10,88.2,694,65,5,2,42963,3.4,35,548,6.2,74,42,93,0.389992474,11.9,8.5,75,19,6.8,7.8,720,36.0,2,59,13,440,195,82,72,214.5,469,6,4.1,133,254,6.9,47,0.333639494
45945,145319,80.1,6.08076702,63779,122135,266812,232.0218937,265.2,59881,30.1,57612,216,798,125088,18,815.5233298,9746,170.73785,45.4,8584,86.8,496843,63982,16675,6717,55343,3.6,34234,487936,6.0,62609,37742,57305,346.3515224,13.1,9.1,90823,17376,6.9,9.4,596849,32.5,15759,66233,2758,276558,170919,64619,65019,240.7,191,64016,12.4,88720,221402,8.8,44373,324.914717
10848,37731,87.6,2.167206904,18749,37772,72596,90.64643877,287.0,65002,23.5,62522,316,42,20036,12,305.5611234,3169,56.93433137,46.4,847,97.8,141942,13037,2824,1463,60042,3.1,9209,118246,6.7,11593,6404,16678,66.52121192,11.0,8.2,22847,3640,7.9,9.2,150439,35.7,1095,17898,565,75765,35206,18652,17018,249.7,120,3971,9.7,20600,54851,10.0,9684,111.5961055
2322,5565,61.2,0.839162841,3269,5721,10722,9.298602391,191.3,45011,23.7,41281,32,4,2080,0,28.65868248,485,0.90697398,58.0,74,65.9,21170,2999,328,929,37551,3.8,3614,19705,6.7,2075,1196,3115,17.68175441,15.2,10.1,3301,757,7.1,11.8,25315,40.3,81,3550,69,11207,6023,2932,2972,174.8,359,3663,11.0,2905,11425,11.9,1986,9.993666563
131,740,79.6,0.121811343,292,591,1197,1.833416878,237.6,66521,24.1,60205,489,7,311,2,2.820401091,30,0.709004482,44.1,-85,87.0,2297,207,38,54,53889,3.2,104,1836,9.7,183,154,292,1.427379068,11.3,8.3,372,58,10.5,7.1,2374,33.0,9,236,14,1227,613,254,261,217.1,490,9,9.5,330,810,11.2,152,1.096302085
348,1261,88.9,0.077412176,405,754,2029,2.368464651,285.7,60986,46.4,55242,185,1,1324,0,6.339970194,77,1.954439982,35.9,81,95.4,4680,498,114,150,49498,3.8,253,4269,7.1,698,218,347,2.518070203,11.7,8.9,777,162,7.8,8.1,4954,24.3,26,369,59,2106,2092,443,383,262.5,186,74,7.5,1314,1532,6.3,382,2.177108711
3066,8090,79.0,0.893903682,5807,11392,20469,20.04688913,273.1,59247,21.3,53970,7,25,6803,12,79.60871725,618,4.872507774,44.9,-55,86.6,41214,3923,1019,3684,48693,2.8,4303,35488,6.3,3132,1618,5021,25.03663017,11.1,7.2,6297,1001,7.0,8.6,44889,34.0,358,6388,256,21087,9537,5419,5765,236.3,33,2017,9.3,5442,15922,10.0,2559,27.92349944
3291,9762,81.7,0.458637294,4985,8561,18590,17.81519239,263.2,38545,27.1,36015,125,25,5279,10,56.14484875,989,10.04224575,54.3,-329,90.3,18490,5505,664,1579,33485,4.3,5164,31872,6.3,3476,2458,4887,21.39351878,17.3,9.6,5320,1385,7.3,10.3,40693,37.9,546,5223,196,19579,11358,4141,4584,231.8,168,20772,15.6,5619,17313,10.3,3062,20.29470026
2403,7795,66.5,0.773443589,7174,5548,20145,14.2147988,224.8,51418,19.0,47087,144,40,7027,12,50.13038388,639,8.640976843,43.9,584,72.9,39993,3559,664,3894,42756,2.8,3289,33739,5.4,2570,1510,4764,14.64071038,10.5,6.9,4626,959,6.2,7.1,42446,34.7,362,8732,550,20784,7785,4191,4711,199.9,200,837,8.6,4168,14817,11.6,2342,16.06041563
8657,31404,87.1,1.430952388,23384,24249,57212,60.57831307,279.6,58064,18.4,53632,158,461,14084,7,234.2576679,4316,31.55668539,45.3,1768,96.2,135594,14552,4009,7905,49200,3.5,27278,114333,6.2,9742,4785,24084,61.43927606,12.7,7.2,17774,4039,7.2,7.6,157672,32.8,3927,22306,6978,61528,28392,18691,20918,243.8,153,6703,6.6,15988,51784,14.9,8205,89.13757173
17857,46221,88.2,4.227366702,35743,73342,123173,153.0349232,320.5,50918,22.8,48453,488,147,51997,53,568.612686,6087,120.4268434,42.5,-1831,100.8,238297,24480,6509,12129,45988,3.1,16404,213905,7.2,20081,12565,31102,148.7650704,11.4,7.5,36395,6687,8.7,8.3,272061,31.2,5024,36337,741,129260,63334,31015,33139,273.3,158,21343,10.3,35684,90821,10.7,16150,220.4178739
45,147,88.9,0.011907161,52,124,503,0.364305625,285.7,52009,28.8,46878,208,0,160,0,0.975183143,16,0.300622379,34.7,51,95.4,725,65,23,0,41747,3.2,33,666,7.1,91,30,53,0.387317217,9.8,7.4,113,21,7.8,6.7,762,24.6,6,81,7,519,164,106,97,262.5,213,1,1.4,139,231,8.1,49,0.334872192
8910,26356,71.2,2.460782823,15278,24350,54356,45.51230014,217.1,55902,22.4,52797,46,182,17849,14,154.51767,1983,13.03483971,49.2,278,77.2,98591,12583,2630,1998,49692,3.4,13706,91921,6.9,9376,4749,14531,61.81194082,13.7,8.7,16956,3088,7.6,9.7,119089,37.4,836,14369,1311,56339,26739,15005,14299,196.7,45,15539,11.2,14526,45187,11.9,8042,55.67216586
17509,100446,87.1,3.568024128,50753,48289,179376,151.0496677,279.6,93567,24.6,89175,166,1044,102345,25,584.1123845,5837,78.68536775,30.1,7584,96.2,331535,27480,17367,3956,84783,2.8,14403,305708,6.2,34480,19060,45164,153.1964454,9.0,5.9,53349,8691,7.2,5.7,393149,21.8,31619,41508,4210,185213,92327,51793,48228,243.8,161,7374,8.5,48814,92018,9.5,18030,222.2610685
5870,14479,71.2,1.316485439,7664,16685,24064,24.34846337,217.1,48693,25.2,45434,56,69,5204,3,82.66485797,1068,6.973462475,53.6,-224,77.2,57950,7386,1019,851,42175,3.7,8606,49568,6.9,5712,2657,7777,33.06855009,14.9,10.2,8787,1828,7.6,11.8,63711,36.6,386,7740,355,25132,16386,7958,7024,196.7,32,3932,15.6,8392,26556,11.7,5069,29.78385375
614,2376,77.9,0.382285985,1282,2948,4941,7.001017064,218.2,56592,28.4,52122,86,0,1304,1,13.24070187,147,2.763474112,46.8,76,84.8,10001,882,103,141,47652,3.3,534,7879,6.5,898,654,1272,6.226725958,11.2,8.3,1414,258,6.9,7.8,10225,37.1,33,1050,22,5088,2899,1103,1114,193.1,367,66,10.9,1438,3687,11.6,656,4.1403516
38040,232915,62.2,19.69000777,169254,159716,602123,383.5905217,216.2,75438,14.9,73619,26,20154,242173,62,1347.671643,18786,290.9745592,34.6,14813,65.3,1005344,72049,33195,14845,71800,2.4,67200,839744,5.4,53264,27383,172916,440.1081366,8.6,4.5,120319,20124,5.8,4.5,1152633,29.1,53384,180344,15764,620909,164497,147705,181479,199.9,167,24792,5.8,99969,290564,15.1,37811,354.05551
780,3053,80.3,0.691739043,2242,3097,7217,9.371948324,239.2,59384,20.1,54569,423,94,1255,102,20.41745885,224,6.114080574,41.6,-7,88.2,13075,1193,214,959,49754,3.1,1382,10737,6.2,887,616,2012,7.772766666,11.1,7.2,1741,329,6.8,7.3,14350,34.6,470,1948,263,7441,2883,1746,1704,214.5,56,234,9.7,1454,4464,13.5,772,6.649620478
327,1385,88.9,0.127994172,837,908,5326,3.916046418,285.7,76983,18.9,69458,209,5,3387,60,10.4825789,194,3.231493317,30.0,144,95.4,7791,488,138,9,61933,2.4,296,6753,7.1,517,126,717,4.163405942,7.2,5.1,1246,163,7.8,4.8,8191,22.8,75,1016,111,5520,1475,1297,1248,262.5,199,71,1.6,1187,2024,7.5,346,3.599656329
7609,27480,71.9,2.003236378,22336,28029,69898,47.12440887,228.7,65080,15.7,60512,31,244,24762,39,176.6716331,3002,45.96391331,44.5,1659,79.1,67867,13983,3671,1215,55944,3.0,10972,107726,6.1,7687,2964,19161,66.52126318,13.0,6.1,20034,3248,7.0,7.1,145331,35.2,2492,19494,678,72900,22028,21287,18397,202.9,105,70379,7.2,13971,47928,11.7,6587,68.77317718
2615,6795,87.6,0.361313997,2321,7361,9434,15.11245974,287.0,43526,37.2,41256,368,13,3171,9,50.94276442,642,9.49201979,52.0,-41,97.8,23906,3119,509,400,38986,4.2,2167,20972,6.7,3344,1770,2210,11.0903324,14.9,11.7,3727,873,7.9,12.5,25081,37.5,219,2307,242,10076,9417,2412,2246,249.7,207,192,15.5,4744,10910,8.2,2447,18.60516171
926,1334,71.2,0.188863413,1451,2293,3175,3.493038176,217.1,29383,23.5,26814,47,4,913,7,11.8591264,222,1.000415109,61.6,-179,77.2,2791,1632,61,783,24245,5.3,1275,7198,6.9,804,473,1032,4.744024546,22.7,11.7,1046,378,7.6,12.9,9140,44.1,55,1346,24,3397,2278,960,897,196.7,46,6205,14.2,1131,4435,11.6,845,4.27280098
2399,4936,72.9,0.526033692,2815,5586,6298,9.518704897,230.9,43091,23.6,39381,293,5,2399,0,32.34355727,465,4.939706857,56.3,-185,77.3,21880,2743,242,528,35671,3.7,3139,17505,7.6,1877,831,2562,14.6988843,15.7,10.9,3172,648,8.3,13.7,22386,41.4,110,2533,44,6763,5441,2995,2634,214.6,386,105,13.2,2967,9858,9.9,1901,9.894443248
1053,2275,87.6,0.133470523,849,3176,2775,5.582589988,287.0,44348,39.5,40650,424,1,946,9,18.81841682,262,3.506381857,54.4,36,97.8,8970,1250,158,156,36952,4.4,972,7875,6.7,1306,668,692,4.096803544,15.9,12.6,1404,344,7.9,13.4,9265,36.8,23,684,69,3037,3665,855,740,249.7,290,44,18.1,2067,4282,6.9,995,6.872805041
4319,9153,68.5,1.584421717,6954,13555,18240,28.64634465,206.7,40914,23.4,38709,371,111,5089,40,59.09259236,880,16.32588137,49.6,106,73.9,38497,5556,3017,1613,36504,3.8,5880,37983,5.8,4072,2050,6295,14.3358477,14.6,10.5,6526,1461,6.2,11.4,49980,37.8,369,6121,6926,19120,11673,5932,5944,189.1,267,1060,13.8,6086,18845,12.5,3980,16.71881796
1404,4218,66.5,0.367843984,2417,5705,9476,6.76045195,224.8,54175,25.8,49208,18,8,1862,14,23.84163548,308,4.109583931,50.6,-21,72.9,17739,2429,263,1833,44241,3.8,2767,15659,5.4,1692,1134,2532,6.963012308,15.5,9.5,2726,601,6.2,9.0,20187,38.0,72,2118,192,9784,5292,2474,2567,199.9,312,1913,11.0,2527,7926,11.4,1489,7.638213502
1783,3986,74.4,0.448476795,3095,6674,10972,11.29006357,230.8,67356,23.7,62251,112,4,3083,5,29.57908318,423,2.870931,47.2,-3,80.3,22141,2224,209,187,57146,3.1,1845,17505,6.1,1770,968,2666,11.73174526,12.7,8.3,3346,547,6.5,10.2,22736,33.9,244,2458,62,11395,5422,2852,2495,212.0,33,76,9.2,3086,8255,11.0,1447,8.938957943
